UniProt	KEGG name
Q543H0	Cysteine and methionine metabolism;Arginine and proline metabolism;beta-Alanine metabolism;Glutathione metabolism
Q3UKM0	Fatty acid metabolism;Valine, leucine and isoleucine degradation;Benzoate degradation;Biosynthesis of unsaturated fatty acids;PPAR signaling pathway;Peroxisome
Q9CV93	Salivary secretion
E9PYG6	MAPK signaling pathway;Axon guidance
A0A0R4J0P5	NOD-like receptor signaling pathway
Q3UYA5	Regulation of autophagy
F8VPZ8	Olfactory transduction
Q545V8	Ribosome biogenesis in eukaryotes;Wnt signaling pathway;Adherens junction;Tight junction;Circadian rhythm - plant;Measles
Q5F2A0	Cytokine-cytokine receptor interaction
A2ATZ8	MAPK signaling pathway;Cardiac muscle contraction;Hypertrophic cardiomyopathy (HCM);Arrhythmogenic right ventricular cardiomyopathy (ARVC);Dilated cardiomyopathy
Q5SWJ8	Protein export;Protein processing in endoplasmic reticulum;Phagosome;Vibrio cholerae infection
G3UXL2	Pentose phosphate pathway;Purine metabolism
E9PYI7	Adherens junction
F8VPJ8	Olfactory transduction
Q5DTH1	Ubiquitin mediated proteolysis
B1AUN2	RNA transport
Q3UN47	Apoptosis
Q3UGI8	p53 signaling pathway;mTOR signaling pathway;Insulin signaling pathway
D3Z0M9	Spliceosome
J3QMC5	Ribosome biogenesis in eukaryotes
Q544E3	Inositol phosphate metabolism;Phosphatidylinositol signaling system;Regulation of actin cytoskeleton
A2BFR3	Systemic lupus erythematosus
Q3TJI7	Adherens junction;Tight junction
E9Q605	MAPK signaling pathway;Chemokine signaling pathway;Apoptosis;Osteoclast differentiation;Toll-like receptor signaling pathway;NOD-like receptor signaling pathway;RIG-I-like receptor signaling pathway;Cytosolic DNA-sensing pathway;T cell receptor signaling pathway;B cell receptor signaling pathway;Adipocytokine signaling pathway;Epithelial cell signaling in Helicobacter pylori infection;Shigellosis;Chagas disease (American trypanosomiasis);Toxoplasmosis;Hepatitis C;Measles;Pathways in cancer;Pancreatic cancer;Prostate cancer;Chronic myeloid leukemia;Acute myeloid leukemia;Small cell lung cancer
B2RRY4	Tight junction
Q8BYW0	Salivary secretion
Q3V318	Neuroactive ligand-receptor interaction
Q8C5Y6	Glycerophospholipid metabolism;Ether lipid metabolism;Arachidonic acid metabolism;Linoleic acid metabolism;alpha-Linolenic acid metabolism;MAPK signaling pathway;Vascular smooth muscle contraction;VEGF signaling pathway;Fc epsilon RI signaling pathway;Long-term depression;GnRH signaling pathway;Pancreatic secretion;Fat digestion and absorption;Toxoplasmosis
A0A0A0MQ82	MAPK signaling pathway
G3UWC3	Neuroactive ligand-receptor interaction
D1FNM9	Calcium signaling pathway;Salivary secretion;Pancreatic secretion
Q4FK28	Purine metabolism;Primary immunodeficiency
E9PXF3	RNA transport;Wnt signaling pathway
Q8BQ43	Complement and coagulation cascades
Q8BZI5	Calcium signaling pathway;Neuroactive ligand-receptor interaction;Gap junction
E9QK53	MAPK signaling pathway;Endocytosis;Regulation of actin cytoskeleton;Pathways in cancer;Prostate cancer
A0A0R4J0Z1	Protein processing in endoplasmic reticulum;Vibrio cholerae infection
Q2TAY4	Purine metabolism;Vascular smooth muscle contraction
A0A0R4IZY0	Renin-angiotensin system;African trypanosomiasis
A0A0R4J0P3	Neuroactive ligand-receptor interaction
Q8BRC7	Wnt signaling pathway;Hedgehog signaling pathway;Melanogenesis;Pathways in cancer;Basal cell carcinoma
Q3U7H1	Lysosome
Q3UVN4	Notch signaling pathway
Q4FK77	Bile secretion
A2AQJ8	Galactose metabolism;Starch and sucrose metabolism
Q3UEM7	Complement and coagulation cascades;Staphylococcus aureus infection
A0A494BAG2	Ubiquitin mediated proteolysis;Endocytosis;Aldosterone-regulated sodium reabsorption
D3Z4M6	Axon guidance
K7N6B1	Olfactory transduction
Q2M1K2	Ribosome biogenesis in eukaryotes
A0A0B4J1G1	Phagosome;Osteoclast differentiation;Fc gamma R-mediated phagocytosis;Staphylococcus aureus infection;ko05152;Measles;Systemic lupus erythematosus
B1AWM5	Arachidonic acid metabolism;Linoleic acid metabolism
Q3TNY3	Neurotrophin signaling pathway
Q3V0U2	Calcium signaling pathway;Neuroactive ligand-receptor interaction;Gap junction;Long-term potentiation;Long-term depression;Huntington's disease
Q6A002	RNA transport
Q6GQU1	Glycolysis / Gluconeogenesis;Fructose and mannose metabolism;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Streptomycin biosynthesis;Butirosin and neomycin biosynthesis;Insulin signaling pathway;Type II diabetes mellitus;Carbohydrate digestion and absorption
Q3U0M8	RNA transport
F8VQN7	Olfactory transduction
Q544H0	RNA transport
A2AV10	Olfactory transduction
B1B0X3;E9QK39	MAPK signaling pathway;Oocyte meiosis;mTOR signaling pathway;Long-term potentiation;Neurotrophin signaling pathway;Progesterone-mediated oocyte maturation
Q3UEK1	Phagosome;Complement and coagulation cascades;Staphylococcus aureus infection
Q3UZD6	Cell cycle
G1K381	Axon guidance
Q8BV96	Terpenoid backbone biosynthesis;Bile secretion
L0MX76	Glycosaminoglycan degradation
Q541U3	Cytokine-cytokine receptor interaction;Jak-STAT signaling pathway
E9Q9A6	Cytokine-cytokine receptor interaction;Jak-STAT signaling pathway
A0A0R4J2C1	Alzheimer's disease
E9QK04	Cell adhesion molecules (CAMs)
Q8C6P4	Wnt signaling pathway;Hedgehog signaling pathway;Melanogenesis;Pathways in cancer;Basal cell carcinoma
E9Q547	Olfactory transduction
A0A1W2P7F1	Complement and coagulation cascades;Staphylococcus aureus infection;Systemic lupus erythematosus
Q3UM63	Mineral absorption
Q3TAI3	Cytokine-cytokine receptor interaction;Jak-STAT signaling pathway
Q3UWE2	Protein digestion and absorption
Q3V426	Ubiquitin mediated proteolysis;Protein processing in endoplasmic reticulum
Q542D9	Endocytosis;Phagosome;Hematopoietic cell lineage
Q8BMR3	N-Glycan biosynthesis;Various types of N-glycan biosynthesis;Protein processing in endoplasmic reticulum
Q0PD45	Endocytosis;Endocrine and other factor-regulated calcium reabsorption;Vasopressin-regulated water reabsorption;Pancreatic secretion
E9QPU1	Focal adhesion;ECM-receptor interaction;Complement and coagulation cascades
A2A8T1	Fatty acid metabolism;Arachidonic acid metabolism;Retinol metabolism;PPAR signaling pathway;Vascular smooth muscle contraction
Q3USR5	Ubiquitin mediated proteolysis;Protein processing in endoplasmic reticulum
L7N1Z5	Olfactory transduction
A0A0R4J093	Pyrimidine metabolism
A0A7U3JW51	MAPK signaling pathway;Regulation of actin cytoskeleton;Pathways in cancer;Melanoma
G3X9C6	Calcium signaling pathway;Neuroactive ligand-receptor interaction
A0A0R4J0B3	Regulation of autophagy;mTOR signaling pathway
A0A0R4J0X6	Cytokine-cytokine receptor interaction;Chemokine signaling pathway;Intestinal immune network for IgA production
Q3UMS9	Pathways in cancer;Small cell lung cancer
G3X9H5	Huntington's disease
F8VQ18	Olfactory transduction
A0A0A6YWR8	MAPK signaling pathway
A0A087WS83	MAPK signaling pathway;Calcium signaling pathway;Type II diabetes mellitus
Q8C066	Pathways in cancer;Acute myeloid leukemia
Q66JP5	Arachidonic acid metabolism;Linoleic acid metabolism
Q53ZD4	Glutathione metabolism;Metabolism of xenobiotics by cytochrome P450;Drug metabolism - cytochrome P450
Q542H2	Proteasome
B2MWM9	Protein processing in endoplasmic reticulum;Phagosome;Antigen processing and presentation;Chagas disease (American trypanosomiasis)
A0A0R4J0A4	Cytokine-cytokine receptor interaction;Endocytosis;Focal adhesion;Rheumatoid arthritis
A8IP69	Cell cycle;Oocyte meiosis;Neurotrophin signaling pathway
Q5U421	MAPK signaling pathway;MAPK signaling pathway - yeast;VEGF signaling pathway;Osteoclast differentiation;Toll-like receptor signaling pathway;NOD-like receptor signaling pathway;RIG-I-like receptor signaling pathway;T cell receptor signaling pathway;Fc epsilon RI signaling pathway;Leukocyte transendothelial migration;Neurotrophin signaling pathway;GnRH signaling pathway;Progesterone-mediated oocyte maturation;Amyotrophic lateral sclerosis (ALS);Epithelial cell signaling in Helicobacter pylori infection;Shigellosis;Leishmaniasis;Chagas disease (American trypanosomiasis);Toxoplasmosis;ko05152;Hepatitis C
Q3U479	MAPK signaling pathway;Cytokine-cytokine receptor interaction;Apoptosis;Osteoclast differentiation;Adipocytokine signaling pathway;Alzheimer's disease;Amyotrophic lateral sclerosis (ALS);Chagas disease (American trypanosomiasis);Toxoplasmosis;ko05152;Hepatitis C
A0A3B0IP04	Complement and coagulation cascades;Prion diseases;Chagas disease (American trypanosomiasis);Staphylococcus aureus infection;Systemic lupus erythematosus
J3QP08	Systemic lupus erythematosus
A2AUM0	Protein processing in endoplasmic reticulum;Hepatitis C;Measles
E9PUL3	Olfactory transduction;Pancreatic secretion
E9QNX9	Oocyte meiosis;Endocytosis;Focal adhesion;Adherens junction;Long-term depression;Progesterone-mediated oocyte maturation;Pathways in cancer;Glioma;Prostate cancer;Melanoma
Q6P5I3	Glycolysis / Gluconeogenesis;Fatty acid metabolism;Tyrosine metabolism;Chloroalkane and chloroalkene degradation;Naphthalene degradation;Methane metabolism;Retinol metabolism;Metabolism of xenobiotics by cytochrome P450;Drug metabolism - cytochrome P450
B5B2P6	Wnt signaling pathway;Axon guidance;VEGF signaling pathway;Natural killer cell mediated cytotoxicity;T cell receptor signaling pathway;B cell receptor signaling pathway
Q8BM73	Endocytosis
Q3UEH8	Phenylalanine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis
Q3TSP4	Glycosaminoglycan biosynthesis - heparan sulfate
Q5SXG5	Glycerophospholipid metabolism;Ether lipid metabolism;Endocytosis;Fc gamma R-mediated phagocytosis;GnRH signaling pathway
Q8BSI9	Cell adhesion molecules (CAMs);Arrhythmogenic right ventricular cardiomyopathy (ARVC)
A0A0B4J1E2	Spliceosome;Notch signaling pathway
Q3UKB9	Arginine and proline metabolism;Histidine metabolism;Tryptophan metabolism
B2RQQ8	Focal adhesion;ECM-receptor interaction;Protein digestion and absorption;Amoebiasis;Pathways in cancer;Small cell lung cancer
Q3TZI5	Mismatch repair;Pathways in cancer;Colorectal cancer
Q544D1	Cytokine-cytokine receptor interaction;Jak-STAT signaling pathway
A0A0R4J0B8	Endocytosis
V5TDK8	Glycerophospholipid metabolism;Ether lipid metabolism;Arachidonic acid metabolism;Linoleic acid metabolism;alpha-Linolenic acid metabolism;MAPK signaling pathway;Vascular smooth muscle contraction;VEGF signaling pathway;Fc epsilon RI signaling pathway;Long-term depression;GnRH signaling pathway;Pancreatic secretion;Fat digestion and absorption;Toxoplasmosis
G3X8X6	Cell adhesion molecules (CAMs)
E9Q4M1	Olfactory transduction
Q546F8	RNA degradation
Q6RI65	Basal transcription factors;Huntington's disease
A0A0R4J088	Complement and coagulation cascades
A0A0R4J0H9	Pathways in cancer;Renal cell carcinoma
V9GXI5	Phagosome;ko05152
F8VQ79	Phototransduction - fly
A0A158SIT0	Arginine and proline metabolism
A2AMS3	Galactose metabolism;Amino sugar and nucleotide sugar metabolism
Q3UI99	Cell cycle;Cell cycle - yeast;Meiosis - yeast
A0A068BIS6	Glycosphingolipid biosynthesis - ganglio series
A0MNP4	RNA degradation
Q8BLL2	Wnt signaling pathway;Melanogenesis;Pathways in cancer;Basal cell carcinoma
Q8BXX8	mRNA surveillance pathway
Q5SXA7	Pantothenate and CoA biosynthesis
Q8C089	Glycosaminoglycan biosynthesis - heparan sulfate
Q3UG39	Regulation of autophagy;mTOR signaling pathway
S4R2F1	MAPK signaling pathway;Cardiac muscle contraction;Hypertrophic cardiomyopathy (HCM);Arrhythmogenic right ventricular cardiomyopathy (ARVC);Dilated cardiomyopathy
Q6ZWS7	ErbB signaling pathway;Calcium signaling pathway;Oocyte meiosis;Wnt signaling pathway;Long-term potentiation;Neurotrophin signaling pathway;Olfactory transduction;Phototransduction - fly;GnRH signaling pathway;Melanogenesis;Gastric acid secretion;ko05152;Glioma
E9Q7S0	Inositol phosphate metabolism;Phosphatidylinositol signaling system
A0A1L1STV1	Olfactory transduction
Q2KHL4	Steroid hormone biosynthesis;Linoleic acid metabolism;Aminobenzoate degradation;Retinol metabolism;Metabolism of xenobiotics by cytochrome P450;Drug metabolism - cytochrome P450;Drug metabolism - other enzymes
Q8C894	Lipoic acid metabolism
A0A0R4J050	Arginine and proline metabolism
A0A0R4J0D3	N-Glycan biosynthesis;Various types of N-glycan biosynthesis;Protein processing in endoplasmic reticulum
A0A0R4J0N7	Primary bile acid biosynthesis;PPAR signaling pathway
A0A0R4J015	ABC transporters;Bile secretion
Q5NCT2	Homologous recombination
Q9ESZ3;Q9ESZ2	Fatty acid biosynthesis;Pyruvate metabolism;Propanoate metabolism;Insulin signaling pathway
A0A8Q0P8A2	Cytokine-cytokine receptor interaction;TGF-beta signaling pathway
Q3URV7	Cytokine-cytokine receptor interaction;Jak-STAT signaling pathway;Hematopoietic cell lineage
F6WMJ3	Regulation of actin cytoskeleton;Pancreatic cancer
B7ZNP9	mTOR signaling pathway
Q543T0	Neuroactive ligand-receptor interaction
A0A0N4SVC2	Spliceosome
Q3UKP6	Adherens junction;Regulation of actin cytoskeleton
Q14BH8	MAPK signaling pathway;Cardiac muscle contraction;Hypertrophic cardiomyopathy (HCM);Arrhythmogenic right ventricular cardiomyopathy (ARVC);Dilated cardiomyopathy
Q3UL64	Other glycan degradation;Sphingolipid metabolism;Lysosome
A2AL50	Ether lipid metabolism;Peroxisome
A0A0R4J112	RNA transport;Viral myocarditis
F8VQ84	Olfactory transduction
Q497D7	Ribosome
E9QPX3	Oxidative phosphorylation;Alzheimer's disease;Parkinson's disease;Huntington's disease
O08801	Amoebiasis
B0G0Y1	Fatty acid metabolism;Arachidonic acid metabolism;Retinol metabolism;PPAR signaling pathway;Vascular smooth muscle contraction
G5E8A9	PPAR signaling pathway;Pathways in cancer;Bladder cancer;Rheumatoid arthritis
K7N678	Olfactory transduction
B9EHN0	Ubiquitin mediated proteolysis;Parkinson's disease
D3YYY8	Bacterial invasion of epithelial cells
Q78GB8	MAPK signaling pathway;ErbB signaling pathway;Protein processing in endoplasmic reticulum;Wnt signaling pathway;Osteoclast differentiation;Focal adhesion;Toll-like receptor signaling pathway;NOD-like receptor signaling pathway;RIG-I-like receptor signaling pathway;Fc epsilon RI signaling pathway;Neurotrophin signaling pathway;Insulin signaling pathway;GnRH signaling pathway;Progesterone-mediated oocyte maturation;Adipocytokine signaling pathway;Type II diabetes mellitus;Epithelial cell signaling in Helicobacter pylori infection;Shigellosis;Chagas disease (American trypanosomiasis);Toxoplasmosis;ko05152;Hepatitis C;Pathways in cancer;Colorectal cancer;Pancreatic cancer
A2ASW4	Leukocyte transendothelial migration
Q3UTR5	Arginine and proline metabolism
Q3UN31	Glycerophospholipid metabolism;Ether lipid metabolism;Arachidonic acid metabolism;Linoleic acid metabolism;alpha-Linolenic acid metabolism;MAPK signaling pathway;Vascular smooth muscle contraction;VEGF signaling pathway;Fc epsilon RI signaling pathway;Long-term depression;GnRH signaling pathway;Pancreatic secretion;Fat digestion and absorption;Toxoplasmosis
Q8BXZ7	Axon guidance
H7BX23	Arginine and proline metabolism
Q3TEN9	Glycerolipid metabolism;PPAR signaling pathway;Plant-pathogen interaction
L0CL36	Phagosome;Toll-like receptor signaling pathway;Pathogenic Escherichia coli infection;Leishmaniasis;Chagas disease (American trypanosomiasis);Malaria;Toxoplasmosis;Amoebiasis;ko05152;Measles;Rheumatoid arthritis
Q3TR97	RNA transport
Q3UN66	MAPK signaling pathway;MAPK signaling pathway - yeast;ErbB signaling pathway;Calcium signaling pathway;Phosphatidylinositol signaling system;Vascular smooth muscle contraction;Wnt signaling pathway;VEGF signaling pathway;Focal adhesion;Tight junction;Gap junction;Natural killer cell mediated cytotoxicity;Fc gamma R-mediated phagocytosis;Leukocyte transendothelial migration;Long-term potentiation;Long-term depression;Phototransduction - fly;Melanogenesis;Aldosterone-regulated sodium reabsorption;Endocrine and other factor-regulated calcium reabsorption;Salivary secretion;Gastric acid secretion;Pancreatic secretion;Vibrio cholerae infection;African trypanosomiasis;Amoebiasis;Pathways in cancer;Glioma;Non-small cell lung cancer
Q3TWG5	Phagosome;Vasopressin-regulated water reabsorption
Q5QNU0	RNA transport
F8WIC0	Purine metabolism
Q3UNY4	Glycerophospholipid metabolism;Ether lipid metabolism;Endocytosis;Fc gamma R-mediated phagocytosis;GnRH signaling pathway
E9QM61	Nucleotide excision repair
I3RSH5	Ubiquitin mediated proteolysis
A2AVT0;Q7TR30	Olfactory transduction
Q05A81	Cytokine-cytokine receptor interaction;Jak-STAT signaling pathway;Hematopoietic cell lineage
E9Q7K1	Purine metabolism
A0A0N4SUK5	Vasopressin-regulated water reabsorption;Huntington's disease;Prostate cancer
E9PWL1	MAPK signaling pathway;Calcium signaling pathway;Type II diabetes mellitus
Q3U3N1	Oxidative phosphorylation;Porphyrin and chlorophyll metabolism
G3X975	Aminoacyl-tRNA biosynthesis
Q3V1X3	Mismatch repair
Q545W2	Purine metabolism;Pyrimidine metabolism;RNA polymerase;Cytosolic DNA-sensing pathway
G5E814	Oxidative phosphorylation;Alzheimer's disease;Parkinson's disease;Huntington's disease
E9QP07	Spliceosome
A2CFE9	Cytokine-cytokine receptor interaction;Chemokine signaling pathway
G3X8Y8	Phagosome;Toll-like receptor signaling pathway;Leishmaniasis;Chagas disease (American trypanosomiasis);Malaria;Toxoplasmosis;Amoebiasis;ko05152;Measles;Rheumatoid arthritis
Q3TVJ9	Glycosaminoglycan biosynthesis - keratan sulfate;Glycosphingolipid biosynthesis - lacto and neolacto series
Q3UZJ0	Cell cycle;Pathways in cancer;Pancreatic cancer;Glioma;Prostate cancer;Melanoma;Bladder cancer;Chronic myeloid leukemia;Small cell lung cancer;Non-small cell lung cancer
G3X9B1	Ribosome biogenesis in eukaryotes
E7FJU2	Endocrine and other factor-regulated calcium reabsorption
Q5SUV8	Histidine metabolism;Tyrosine metabolism;Phenylalanine metabolism;Tryptophan metabolism;Indole alkaloid biosynthesis;Isoquinoline alkaloid biosynthesis;Betalain biosynthesis
Q3UHW8	RNA transport
A0A0J9YU79	Fructose and mannose metabolism
Q54AB6	Cardiac muscle contraction;Hypertrophic cardiomyopathy (HCM);Dilated cardiomyopathy
Q544G5	ECM-receptor interaction;Hypertrophic cardiomyopathy (HCM);Arrhythmogenic right ventricular cardiomyopathy (ARVC);Dilated cardiomyopathy;Viral myocarditis
A0A158SIT4	Axon guidance
A0A0U5JAA2	Cytokine-cytokine receptor interaction;Rheumatoid arthritis
B2BH30;F6YJ89	Calcium signaling pathway;Neuroactive ligand-receptor interaction;Gap junction;Long-term potentiation;Long-term depression;Huntington's disease
A0A0R4J0N8	Cytokine-cytokine receptor interaction;Chemokine signaling pathway;Endocytosis;Axon guidance;Leukocyte transendothelial migration;Intestinal immune network for IgA production
A2APM2	ECM-receptor interaction;Hematopoietic cell lineage;Shigellosis
F8VPK6	Glycosaminoglycan biosynthesis - chondroitin sulfate;Glycosaminoglycan biosynthesis - heparan sulfate
A0A158RFU9	Neuroactive ligand-receptor interaction
E9Q8M3	Olfactory transduction
Q544L2	Pyrimidine metabolism;One carbon pool by folate
Q3U419	Osteoclast differentiation;Natural killer cell mediated cytotoxicity
Q8BS94	Axon guidance;Fc gamma R-mediated phagocytosis;Regulation of actin cytoskeleton
A0A3B2W725	Basal transcription factors;Huntington's disease
Q3V1K8	Axon guidance
E9Q8I0	Complement and coagulation cascades;Staphylococcus aureus infection
Q3TDI2	Protein processing in endoplasmic reticulum
Q3UR83	Neuroactive ligand-receptor interaction
Q3UZE4	Glycosaminoglycan degradation
Q3TCI8	Amino sugar and nucleotide sugar metabolism
Q8CC99	Neuroactive ligand-receptor interaction;Vascular smooth muscle contraction
K7QD41	Calcium signaling pathway;Chemokine signaling pathway;Natural killer cell mediated cytotoxicity;Leukocyte transendothelial migration;GnRH signaling pathway
Q3UTP5	Calcium signaling pathway;Protein digestion and absorption
A2ADL9	Tight junction
Q9D1R6	Cardiac muscle contraction;Hypertrophic cardiomyopathy (HCM);Dilated cardiomyopathy
A2AK60	Olfactory transduction
Q3UG07	Leukocyte transendothelial migration;GnRH signaling pathway;Pathways in cancer;Bladder cancer
A0A1L1SSG9	Olfactory transduction
Q53X17	Antigen processing and presentation;ko05152;Primary immunodeficiency
A0A087WSP5	Chemokine signaling pathway;Osteoclast differentiation;Toll-like receptor signaling pathway;Jak-STAT signaling pathway;Leishmaniasis;Toxoplasmosis;ko05152;Hepatitis C;Measles;Pathways in cancer;Pancreatic cancer
A0A0R4J0T4	MAPK signaling pathway;Chemokine signaling pathway;Apoptosis;Osteoclast differentiation;Toll-like receptor signaling pathway;NOD-like receptor signaling pathway;RIG-I-like receptor signaling pathway;Cytosolic DNA-sensing pathway;T cell receptor signaling pathway;B cell receptor signaling pathway;Neurotrophin signaling pathway;Insulin signaling pathway;Adipocytokine signaling pathway;Type II diabetes mellitus;Epithelial cell signaling in Helicobacter pylori infection;Shigellosis;Chagas disease (American trypanosomiasis);Toxoplasmosis;Hepatitis C;Pathways in cancer;Pancreatic cancer;Prostate cancer;Chronic myeloid leukemia;Acute myeloid leukemia;Small cell lung cancer
Q8BL41	ErbB signaling pathway;Calcium signaling pathway;Oocyte meiosis;Wnt signaling pathway;Long-term potentiation;Neurotrophin signaling pathway;Olfactory transduction;Phototransduction - fly;GnRH signaling pathway;Melanogenesis;Gastric acid secretion;ko05152;Glioma
A0A8I4YXJ8	Cell cycle;Cell cycle - yeast;Meiosis - yeast;Oocyte meiosis;Progesterone-mediated oocyte maturation
Q3UIG2	Peroxisome
Q4FJL1	MAPK signaling pathway;Cytokine-cytokine receptor interaction;Endocytosis;TGF-beta signaling pathway;Osteoclast differentiation;Adherens junction;Chagas disease (American trypanosomiasis);Pathways in cancer;Colorectal cancer;Pancreatic cancer;Chronic myeloid leukemia
E9PXF7	Hepatitis C
G3X9P9	RNA transport;Wnt signaling pathway
A0A1L1SSS5	Olfactory transduction
A2BHP7	Olfactory transduction
Q4FZL7	Cytokine-cytokine receptor interaction;RIG-I-like receptor signaling pathway;Jak-STAT signaling pathway
Q3UY39	Cytokine-cytokine receptor interaction;TGF-beta signaling pathway
E9Q554	Olfactory transduction
G5E8L8	MAPK signaling pathway;Gap junction;GnRH signaling pathway
A0A0R4J0V8	Lysosome
Q3V341	Endocytosis;Tight junction;Insulin signaling pathway
Q6P1E0	Osteoclast differentiation;Natural killer cell mediated cytotoxicity;B cell receptor signaling pathway;Fc epsilon RI signaling pathway;Fc gamma R-mediated phagocytosis;ko05152
L7MU04	Systemic lupus erythematosus
Q3U2P8	MAPK signaling pathway;VEGF signaling pathway;Neurotrophin signaling pathway
Q3UKQ7	Osteoclast differentiation;Jak-STAT signaling pathway;Hepatitis C;Measles
Q3TYB0	Wnt signaling pathway;Adherens junction;Melanogenesis;Pathways in cancer;Colorectal cancer;Endometrial cancer;Prostate cancer;Thyroid cancer;Basal cell carcinoma;Acute myeloid leukemia;Arrhythmogenic right ventricular cardiomyopathy (ARVC)
Q9CT84	Glycerophospholipid metabolism;Peroxisome
A2A614	Chemokine signaling pathway
G3UWE4	Steroid hormone biosynthesis
Q3UMJ4	Basal transcription factors
A0A286YDI8	Protein processing in endoplasmic reticulum
Q3V100	Fructose and mannose metabolism;Amino sugar and nucleotide sugar metabolism
A4PBQ7	ABC transporters
Q3UVJ7	Peroxisome
E9Q4X2	Protein processing in endoplasmic reticulum
Q14DT6	Complement and coagulation cascades;Staphylococcus aureus infection;Systemic lupus erythematosus
A0A0R4J001	Wnt signaling pathway
Q6NV63	Ubiquitin mediated proteolysis
A0A0R4IZY7	Natural killer cell mediated cytotoxicity
G5E8F1	Phagosome;Cell adhesion molecules (CAMs);Hematopoietic cell lineage;Leukocyte transendothelial migration;Regulation of actin cytoskeleton;Leishmaniasis;Amoebiasis;Staphylococcus aureus infection;ko05152
Q3UR96	Wnt signaling pathway;Hedgehog signaling pathway;Melanogenesis;Pathways in cancer;Basal cell carcinoma
A0A0R4J0U3	Circadian rhythm - mammal;Circadian rhythm - fly
B1ARV3	Alanine, aspartate and glutamate metabolism;Cysteine and methionine metabolism;Valine, leucine and isoleucine degradation;Tyrosine metabolism;Phenylalanine metabolism;Tryptophan metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Isoquinoline alkaloid biosynthesis
Q3UEQ9	Lysine biosynthesis;Lysine degradation
Q3UIB2	MAPK signaling pathway;MAPK signaling pathway - yeast;VEGF signaling pathway;Osteoclast differentiation;Toll-like receptor signaling pathway;NOD-like receptor signaling pathway;RIG-I-like receptor signaling pathway;T cell receptor signaling pathway;Fc epsilon RI signaling pathway;Leukocyte transendothelial migration;Neurotrophin signaling pathway;GnRH signaling pathway;Progesterone-mediated oocyte maturation;Amyotrophic lateral sclerosis (ALS);Epithelial cell signaling in Helicobacter pylori infection;Shigellosis;Leishmaniasis;Chagas disease (American trypanosomiasis);Toxoplasmosis;ko05152;Hepatitis C
E9PWG6	Cell cycle - yeast
Q3TY45	Vitamin digestion and absorption
Q3UZ79	ErbB signaling pathway;Jak-STAT signaling pathway;ko05152;Measles;Pathways in cancer;Chronic myeloid leukemia;Acute myeloid leukemia
Q3V002	Neuroactive ligand-receptor interaction
A0A0R4J0T8	Endocytosis
A0A7R8C4Y5	Cytokine-cytokine receptor interaction;Regulation of autophagy;Toll-like receptor signaling pathway;RIG-I-like receptor signaling pathway;Cytosolic DNA-sensing pathway;Jak-STAT signaling pathway;Natural killer cell mediated cytotoxicity;ko05152;Hepatitis C;Measles;Autoimmune thyroid disease
A2ALD4	Olfactory transduction
Q0VGQ1	Steroid hormone biosynthesis;Biosynthesis of unsaturated fatty acids
Q3UAI3	PPAR signaling pathway;Phagosome;ECM-receptor interaction;Hematopoietic cell lineage;Adipocytokine signaling pathway;Fat digestion and absorption;Malaria
Q3UJ34	Alanine, aspartate and glutamate metabolism;Arginine and proline metabolism
Q3UJ76	Endocytosis;Endocrine and other factor-regulated calcium reabsorption;Huntington's disease
Q543H3	Arginine and proline metabolism
Q8BND1	Gap junction;Long-term depression;Olfactory transduction;Salivary secretion
Q8C718	Wnt signaling pathway;Hedgehog signaling pathway;Melanogenesis;Pathways in cancer;Basal cell carcinoma
A2ACY7	Olfactory transduction
Q3UEN8	Steroid hormone biosynthesis;Linoleic acid metabolism;Aminobenzoate degradation;Retinol metabolism;Metabolism of xenobiotics by cytochrome P450;Drug metabolism - cytochrome P450;Drug metabolism - other enzymes
Q3U5G1	Chemokine signaling pathway;T cell receptor signaling pathway;Leukocyte transendothelial migration
Q3ULU3	Valine, leucine and isoleucine degradation;Valine, leucine and isoleucine biosynthesis;Pantothenate and CoA biosynthesis
B1ARV2	Olfactory transduction
E9Q564	Olfactory transduction
Q3UE22	Chemokine signaling pathway;Vascular smooth muscle contraction;Wnt signaling pathway;TGF-beta signaling pathway;Axon guidance;Focal adhesion;Leukocyte transendothelial migration;Regulation of actin cytoskeleton;Pathogenic Escherichia coli infection;Shigellosis
Q80TR9	Fc gamma R-mediated phagocytosis
Q3UDB5	Glycosaminoglycan biosynthesis - heparan sulfate
Q544A0	MAPK signaling pathway;ErbB signaling pathway;Protein processing in endoplasmic reticulum;Wnt signaling pathway;Osteoclast differentiation;Focal adhesion;Toll-like receptor signaling pathway;NOD-like receptor signaling pathway;RIG-I-like receptor signaling pathway;Fc epsilon RI signaling pathway;Neurotrophin signaling pathway;Insulin signaling pathway;GnRH signaling pathway;Progesterone-mediated oocyte maturation;Adipocytokine signaling pathway;Type II diabetes mellitus;Epithelial cell signaling in Helicobacter pylori infection;Shigellosis;Chagas disease (American trypanosomiasis);Toxoplasmosis;ko05152;Hepatitis C;Pathways in cancer;Colorectal cancer;Pancreatic cancer
A2ANQ2	Calcium signaling pathway;Neuroactive ligand-receptor interaction;Vascular smooth muscle contraction;Salivary secretion
